Name,Business Id,Rating,Url,State,Country,Latitude,Longitude,Lookup,Concatenated Key,Check
International Rose Test Garden,9bPpqyFm5zjM0qC5uo8fVg,4.5,https://www.yelp.com/biz/international-rose-test-garden-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.52,-122.71,#N/A,45.52-122.71,#N/A
Sellwood Park,n4w_alHmICwDSBLrPsqXGg,4.5,https://www.yelp.com/biz/sellwood-park-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.47,-122.66,#N/A,45.47-122.66,#N/A
Mill Ends Park,BgmaGvYHupHJv3UKAovI1w,4.5,https://www.yelp.com/biz/mill-ends-park-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.52,-122.67,#N/A,45.52-122.67,#N/A
Ridgefield National Wildlife Refuge,Eh08CD-OwvF5n_5x3db4ww,4.5,https://www.yelp.com/biz/ridgefield-national-wildlife-refuge-ridgefield?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,WA,US,45.81,-122.73,#N/A,45.81-122.73,#N/A
South Waterfront Park,Wi2F0BUKWlaG0O2aNn7c-A,4,https://www.yelp.com/biz/south-waterfront-park-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.51,-122.67,#N/A,45.51-122.67,#N/A
Willamette River,dyww8rp8KlPQsMXt_7RUcQ,4.5,https://www.yelp.com/biz/willamette-river-portland-3?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.48,-122.67,#N/A,45.48-122.67,#N/A
Pier Park,R0o-hNnbz9NmQZl-mNpudQ,4.5,https://www.yelp.com/biz/pier-park-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.6,-122.76,#N/A,45.6-122.76,#N/A
Sauvie Island,xkB0JPJreD7VmvdA4lXCJQ,4.5,https://www.yelp.com/biz/sauvie-island-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.65,-122.82,#N/A,45.65-122.82,#N/A
Tualatin River National Wildlife Refuge,j90UVPA-ELL0EqQBipTt3Q,4.5,https://www.yelp.com/biz/tualatin-river-national-wildlife-refuge-sherwood?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.38,-122.83,#N/A,45.38-122.83,#N/A
Peninsula Park,kmeyZoOST0sG0eFm0W748w,4.5,https://www.yelp.com/biz/peninsula-park-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.57,-122.67,#N/A,45.57-122.67,#N/A
Columbia River Rv Park,WfBEuAHOCk3VTKTRjB6E9g,3,https://www.yelp.com/biz/columbia-river-rv-park-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.6,-122.65,#N/A,45.6-122.65,#N/A
Sunset Falls Campground,MkO_IuwlaRW9kZC0_3dumg,4,https://www.yelp.com/biz/sunset-falls-campground-yacolt?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,WA,US,45.82,-122.25,#N/A,45.82-122.25,#N/A
Milo McIver State Park,jL4jfgDfy1BBHz-6b5pnjw,5,https://www.yelp.com/biz/milo-mciver-state-park-estacada?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.3,-122.37,#N/A,45.3-122.37,#N/A
George Rogers Park,MnUyC9fpHk6Y4aaE6c4HvQ,4.5,https://www.yelp.com/biz/george-rogers-park-lake-oswego?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.41,-122.66,#N/A,45.41-122.66,#N/A
Rose City Park,iPQBIMi3Y1PUxyvKphwNhw,3,https://www.yelp.com/biz/rose-city-park-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.54,-122.6,#N/A,45.54-122.6,#N/A
Council Crest Park,hCs152f_q5CJ61ZiXbhHvw,4.5,https://www.yelp.com/biz/council-crest-park-portland?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,OR,US,45.5,-122.71,#N/A,45.5-122.71,#N/A
National Park Pub,1EPIMv80uW932NQR7wSpsw,3.5,https://www.yelp.com/biz/national-park-pub-national-park-3?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NJ,US,39.87,-75.18,#N/A,39.87-75.18,#N/A
John Heinz National Wildlife Refuge at Tinicum,_Q-LbdtbUdP7uQuQ5CNjgg,4.5,https://www.yelp.com/biz/john-heinz-national-wildlife-refuge-at-tinicum-philadelphia?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,39.89,-75.26,#N/A,39.89-75.26,#N/A
Cooper River Park,YuXADoMiw2YqKgT0h1jrIA,4,https://www.yelp.com/biz/cooper-river-park-collingswood?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NJ,US,39.93,-75.06,#N/A,39.93-75.06,#N/A
Valley Forge National Historical Park,L94oj4C7ulosrxPatm0OZg,4.5,https://www.yelp.com/biz/valley-forge-national-historical-park-king-of-prussia-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,40.1,-75.42,Valley Forge National Historical Park,40.1-75.42,#N/A
Ridley Creek State Park,2mAiSk1LeHlNu4Iq5RH7Qw,4.5,https://www.yelp.com/biz/ridley-creek-state-park-media?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,39.95,-75.45,#N/A,39.95-75.45,#N/A
Red Bank Battlefield,oPUw1KZbcihMtj6mwuzo8g,4,https://www.yelp.com/biz/red-bank-battlefield-national-park?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NJ,US,39.87,-75.19,#N/A,39.87-75.19,#N/A
Seger Dog Park,rMWdWJHblLHt_BQ2kWj5Bg,4.5,https://www.yelp.com/biz/seger-dog-park-philadelphia?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,39.94,-75.16,#N/A,39.94-75.16,#N/A
Smith Memorial Playground & Playhouse,JK5y33Om4fm9sZ0IEvmRlQ,4.5,https://www.yelp.com/biz/smith-memorial-playground-and-playhouse-philadelphia?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,39.98,-75.2,#N/A,39.98-75.2,#N/A
Schuylkill River Trail,0feKq4uYJXW8BbVn8u7pkg,4.5,https://www.yelp.com/biz/schuylkill-river-trail-philadelphia?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,40.05,-75.23,#N/A,40.05-75.23,#N/A
Silver Lake Nature Center,kALy2_jT7g2lvdI9kKyGQw,4.5,https://www.yelp.com/biz/silver-lake-nature-center-bristol?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,40.11,-74.86,#N/A,40.11-74.86,#N/A
Taylor Memorial Arboretum,tSmvrziAbAG1MBKS4BF9lA,4.5,https://www.yelp.com/biz/taylor-memorial-arboretum-wallingford?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,39.87,-75.37,#N/A,39.87-75.37,#N/A
Spruce Street Harbor Park,pxZAz8pv18wK_t-m8WpN0g,4,https://www.yelp.com/biz/spruce-street-harbor-park-philadelphia-5?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,39.94,-75.14,#N/A,39.94-75.14,#N/A
Tyler Arboretum,j23cA-R5ydbZHvXbW_9nvg,4.5,https://www.yelp.com/biz/tyler-arboretum-media-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,39.94,-75.44,#N/A,39.94-75.44,#N/A
Logan Circle,YAYIiWShAU4R9z-xNUqVig,4.5,https://www.yelp.com/biz/logan-circle-philadelphia-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,39.96,-75.17,#N/A,39.96-75.17,#N/A
Rose Tree Park,3nXWsbhF0YkxUX9cUtqewg,4,https://www.yelp.com/biz/rose-tree-park-media?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,39.94,-75.39,#N/A,39.94-75.39,#N/A
Washington Crossing State Park,myCra8tDQ24BmfGCY9NDtA,4.5,https://www.yelp.com/biz/washington-crossing-state-park-titusville?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,NJ,US,40.31,-74.86,#N/A,40.31-74.86,#N/A
Perkiomen Trail,uzAnWvGjAkmDXw18NhJjdQ,4,https://www.yelp.com/biz/perkiomen-trail-collegeville?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,40.24,-75.45,#N/A,40.24-75.45,#N/A
Newtown Township Parks - Veterans Park,tmTHGEcf0Jst-p49s2Z9Vg,5,https://www.yelp.com/biz/newtown-township-parks-veterans-park-newtown?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,40.25,-74.95,#N/A,40.25-74.95,#N/A
FDR Park,s8fPo7SUAHCRal8uX9XLpQ,4,https://www.yelp.com/biz/fdr-park-philadelphia?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,39.91,-75.18,#N/A,39.91-75.18,#N/A
Evansburg State Park,D6aA41yEdJjgPlzxS4YdOA,3,https://www.yelp.com/biz/evansburg-state-park-collegeville?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,PA,US,40.2,-75.4,#N/A,40.2-75.4,#N/A
National Park Visitor Center,ciKiduyAJykHeG3bLfN7Mw,5,https://www.yelp.com/biz/national-park-visitor-center-new-bedford?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MA,US,41.64,-70.92,#N/A,41.64-70.92,41.64-70.92
Blackstone Boulevard Walking Path,A_PPFManwSsIXJj8dM4LDg,4.5,https://www.yelp.com/biz/blackstone-boulevard-walking-path-providence?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,RI,US,41.86,-71.39,#N/A,41.86-71.39,#N/A
Roger Williams National Memorial,#NAME?,4,https://www.yelp.com/biz/roger-williams-national-memorial-providence-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,RI,US,41.83,-71.41,Roger Williams National Memorial,41.83-71.41,41.83-71.41
Roger Williams Park,xcHda0SyWW3PjM8QmWBBfg,4,https://www.yelp.com/biz/roger-williams-park-providence-3?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,RI,US,41.79,-71.41,#N/A,41.79-71.41,#N/A
Bold Point Park,6EWJcizVB0wyKNN_A2Ljhw,2.5,https://www.yelp.com/biz/bold-point-park-east-providence?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,RI,US,41.82,-71.39,#N/A,41.82-71.39,#N/A
Prospect Terrace Park,Xl84rmDcvxko1FQyNv_V1A,4.5,https://www.yelp.com/biz/prospect-terrace-park-providence-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,RI,US,41.83,-71.41,#N/A,41.83-71.41,41.83-71.41
Wolf Hill Forest Preserve,paMwRc1KcOZdsXtFaIRpgA,4.5,https://www.yelp.com/biz/wolf-hill-forest-preserve-smithfield?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,RI,US,41.9,-71.54,#N/A,41.9-71.54,#N/A
Rochambeau Square,m7Xn2K_Y0duZNAEheClE0A,4,https://www.yelp.com/biz/rochambeau-square-providence?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,RI,US,41.85,-71.4,#N/A,41.85-71.4,#N/A
Constance Witherby Park,6zMjNAAAguj-8cuiQfMllw,4,https://www.yelp.com/biz/constance-witherby-park-providence?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,RI,US,41.83,-71.38,#N/A,41.83-71.38,#N/A
Washington Secondary Bike Path,UUDyKhOGEyWf7oanG6NVTg,4.5,https://www.yelp.com/biz/washington-secondary-bike-path-coventry?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,RI,US,41.69,-71.56,#N/A,41.69-71.56,#N/A
Congaree National Park,ZhD_gWMMPNeRLBa3salqQQ,4.5,https://www.yelp.com/biz/congaree-national-park-hopkins?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,SC,US,33.83,-80.82,Congaree National Park,33.83-80.82,#N/A
Sesquicentennial State Park,S6M2lb7D_fk7SmimcgbHZA,4.5,https://www.yelp.com/biz/sesquicentennial-state-park-columbia?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,SC,US,34.09,-80.91,#N/A,34.09-80.91,#N/A
USC Horseshoe,ULXYJYfU2WbsFFyuZSpLfQ,4.5,https://www.yelp.com/biz/usc-horseshoe-columbia?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,SC,US,34,-81.03,#N/A,34-81.03,#N/A
Memorial Park,xs5OtwB-A-Szy2v7MG_hNQ,4.5,https://www.yelp.com/biz/memorial-park-columbia?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,SC,US,34,-81.04,#N/A,34-81.04,#N/A
Swan Lake Iris Gardens,9hQc4SM0Ga5a0at195ePoQ,4.5,https://www.yelp.com/biz/swan-lake-iris-gardens-sumter?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,SC,US,33.92,-80.37,#N/A,33.92-80.37,#N/A
Carolina Sandhills National Wildlife Refuge,pGwshXzKJF0y_h2RyAH9vA,5,https://www.yelp.com/biz/carolina-sandhills-national-wildlife-refuge-mc-bee?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,SC,US,34.5,-80.23,#N/A,34.5-80.23,#N/A
Rose Hill Plantation State Historic Site,QqWLAdvowZkNYNHSSOBt3Q,4.5,https://www.yelp.com/biz/rose-hill-plantation-state-historic-site-union?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,SC,US,34.61,-81.66,#N/A,34.61-81.66,#N/A
Porter Sculpture Park,nV2kUQzeCyjylyzsg87Xyw,5,https://www.yelp.com/biz/porter-sculpture-park-montrose?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,SD,US,43.66,-97.19,#N/A,43.66-97.19,#N/A
Adrian Campground,LmEoGZT0G1HT_3j3JKWnpA,4.5,https://www.yelp.com/biz/adrian-campground-adrian?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MN,US,43.64,-95.94,#N/A,43.64-95.94,#N/A
Meeman-Shelby Forest State Park,_Y-PqZSMkesPjDktKVSPYA,4.5,https://www.yelp.com/biz/meeman-shelby-forest-state-park-millington-3?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TN,US,35.33,-90.06,#N/A,35.33-90.06,#N/A
Overton Park,pjVKMNu5W9qKb7rlXd-isQ,4.5,https://www.yelp.com/biz/overton-park-memphis-5?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TN,US,35.15,-89.99,#N/A,35.15-89.99,#N/A
Shelby Farms Park,ESU1kU6WORx837iovMv6ug,4.5,https://www.yelp.com/biz/shelby-farms-park-memphis-3?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TN,US,35.14,-89.83,#N/A,35.14-89.83,#N/A
To Fuller State Park,YOTJ2WSUFVfj96_uFwvEXg,3.5,https://www.yelp.com/biz/to-fuller-state-park-memphis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TN,US,35.06,-90.11,#N/A,35.06-90.11,#N/A
Chickasaw Heritage Park,4E81f-vVu9IPxA3w03kncQ,4.5,https://www.yelp.com/biz/chickasaw-heritage-park-memphis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TN,US,35.12,-90.07,#N/A,35.12-90.07,#N/A
Chewalla Lake Recreational Area,1OB2MxALBQGnwdOPEupEdw,2.5,https://www.yelp.com/biz/chewalla-lake-recreational-area-holly-springs?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,MS,US,34.73,-89.34,#N/A,34.73-89.34,#N/A
Memphis KOA,yK4ldUzN_7MvM9-Ujvibdg,3,https://www.yelp.com/biz/memphis-koa-marion-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,AR,US,35.26,-90.23,#N/A,35.26-90.23,#N/A
Shelby Farms Greenline,3gZQc9eFWco2j7PYkiN5cw,5,https://www.yelp.com/biz/shelby-farms-greenline-memphis-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TN,US,35.14,-89.83,#N/A,35.14-89.83,#N/A
Memorial Park,wiiin8DmKYZbgz6YKnus3A,4.5,https://www.yelp.com/biz/memorial-park-houston?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TX,US,29.77,-95.44,#N/A,29.77-95.44,#N/A
Hermann Park Conservancy,rgQuVCBPP4CAs7jVaqMEXA,4.5,https://www.yelp.com/biz/hermann-park-conservancy-houston-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TX,US,29.72,-95.39,#N/A,29.72-95.39,#N/A
Brazos Bend State Park,H2xkyJ6NaiEr3LwpfFc1Cw,4.5,https://www.yelp.com/biz/brazos-bend-state-park-needville?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TX,US,29.37,-95.64,#N/A,29.37-95.64,#N/A
Friends Of Mercer Botanic Garden - The Mercer Society,TgiNjKFid8PB534rgaq2jg,4.5,https://www.yelp.com/biz/friends-of-mercer-botanic-garden-the-mercer-society-humble?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TX,US,30.04,-95.38,#N/A,30.04-95.38,#N/A
Keith-Wiess Park,eH8gGFEub0RaJkamRdCQ8Q,3.5,https://www.yelp.com/biz/keith-wiess-park-houston?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TX,US,29.89,-95.34,#N/A,29.89-95.34,#N/A
Buffalo Bayou Park Cistern,YfkJ9BrXAhN5F-idw1jQhg,4.5,https://www.yelp.com/biz/buffalo-bayou-park-cistern-houston-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TX,US,29.76,-95.38,#N/A,29.76-95.38,#N/A
Sam Houston National Forest,FT8NJa2uJf_DjmjFYKDEFA,4.5,https://www.yelp.com/biz/sam-houston-national-forest-new-waverly-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TX,US,30.53,-95.54,#N/A,30.53-95.54,#N/A
Cullen Park,V5A27G7PkPSmzYBc0MhnwQ,4.5,https://www.yelp.com/biz/cullen-park-houston?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TX,US,29.8,-95.7,#N/A,29.8-95.7,#N/A
Town Green Park,kSnhZh3qDhkIw-G6sTxqMA,4.5,https://www.yelp.com/biz/town-green-park-the-woodlands?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TX,US,30.16,-95.47,#N/A,30.16-95.47,#N/A
Buffalo Bayou Park,pxeRqY438fOcEJmw9ceAug,4.5,https://www.yelp.com/biz/buffalo-bayou-park-houston?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TX,US,29.76,-95.38,#N/A,29.76-95.38,#N/A
Discovery Green,lZhZdX2FmkltFawiIx-RmQ,4,https://www.yelp.com/biz/discovery-green-houston?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,TX,US,29.75,-95.36,#N/A,29.75-95.36,#N/A
