Name,Business Id,Rating,Url,State,Country,Latitude,Longitude
Chattahoochee River National Recreation Area Vickery Creek,6kcZC1VkT3P2RhKTJorupA,4.5,https://www.yelp.com/biz/chattahoochee-river-national-recreation-area-vickery-creek-roswell?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,34.02,-84.35
Kennesaw Mountain,OLenXd-hm-sT2AHgTNVLqg,4.5,https://www.yelp.com/biz/kennesaw-mountain-kennesaw?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.98,-84.58
McDaniel Farm Park,Zj43C_mmvneEvVwUIfWdPw,5.0,https://www.yelp.com/biz/mcdaniel-farm-park-duluth?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.97,-84.13
Centennial Olympic Park,gIFLuGFSR0briskbdji5aw,4.0,https://www.yelp.com/biz/centennial-olympic-park-atlanta?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.76,-84.39
Chattahoochee River National Recreation Area Palisades Unit,JfZ-4925u-MqdYMak2fgOQ,4.5,https://www.yelp.com/biz/chattahoochee-river-national-recreation-area-palisades-unit-atlanta?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.87,-84.45
Historic Oakland Cemetery,5akNyw2ndF-E8viefouRaw,4.5,https://www.yelp.com/biz/historic-oakland-cemetery-atlanta?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.75,-84.37
Sope Creek,LtvQg3YeazwafojJKOCoHA,4.5,https://www.yelp.com/biz/sope-creek-marietta?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.94,-84.44
Panola Mountain State Park,r1gn3XoWbo2Lr-FWVVOc1A,4.5,https://www.yelp.com/biz/panola-mountain-state-park-stockbridge-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.62,-84.17
Cochran Shoals Trail,IIHJggY6NWdPNoswvIeX4Q,4.5,https://www.yelp.com/biz/cochran-shoals-trail-atlanta?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.9,-84.44
Chattahoochee River Nation Recreation Area,q41RDQb_0YkZfLXHFxNJEg,4.5,https://www.yelp.com/biz/chattahoochee-river-nation-recreation-area-marietta?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.92,-84.44
Whitewater Creek Trail,zHQGSoom2YbxvvyW8kZ2Bg,4.5,https://www.yelp.com/biz/whitewater-creek-trail-atlanta?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.87,-84.44
Skyline Park,6WHkk0um6lc0N8EOyTvhEw,3.5,https://www.yelp.com/biz/skyline-park-atlanta-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.77,-84.37
Martin Luther King Jr - National Historical Park,VYoUpxmtBXLSLe_fLkNJ-w,4.5,https://www.yelp.com/biz/martin-luther-king-jr-national-historical-park-atlanta?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.76,-84.37
Millennium Gate Museum,WFMewwFHZSBqRoMnDArOfg,4.0,https://www.yelp.com/biz/millennium-gate-museum-atlanta?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.79,-84.4
Stone Summit Climbing & Fitness Center,JSTxxxqVkNrWp5Ipa7qo9Q,4.5,https://www.yelp.com/biz/stone-summit-climbing-and-fitness-center-atlanta?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,33.89,-84.3
Jones Bridge Park,OmT_N_R4SunDlwvItoz9HA,4.5,https://www.yelp.com/biz/jones-bridge-park-norcross?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,GA,US,34.0,-84.23
Mānoa Falls Trail,9SZqODANOiohNTJ4Wui9dg,4.5,https://www.yelp.com/biz/m%C4%81noa-falls-trail-honolulu-4?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.34,-157.8
Hanauma Bay Nature Preserve,QfR5BHFBskVs6woXQUvvyQ,4.5,https://www.yelp.com/biz/hanauma-bay-nature-preserve-honolulu-4?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.27,-157.69
Diamond Head State Monument,sDlYSTdgZCx0-3cRetKn8A,4.5,https://www.yelp.com/biz/diamond-head-state-monument-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.26,-157.8
Moanalua Gardens,weR1JqCw6sf7qr2STrEYJw,4.5,https://www.yelp.com/biz/moanalua-gardens-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.35,-157.89
Nu'uanu Pali State Park,xdBc7wecBUOqrgP_szkH9w,4.5,https://www.yelp.com/biz/nuuanu-pali-state-park-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.35,-157.82
Liliuokalani Botanical Garden,n8mHLxVcwN3s27Rw6TbAcg,3.5,https://www.yelp.com/biz/liliuokalani-botanical-garden-honolulu-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.32,-157.86
Mount Tantalus,gFJ82MZJq4TIMppXvmSrkQ,4.5,https://www.yelp.com/biz/mount-tantalus-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.33,-157.81
Pearl Harbor National Memorial & Visitors Center,2w1VVeJCqAc9Bal63IUvIw,4.5,https://www.yelp.com/biz/pearl-harbor-national-memorial-and-visitors-center-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.37,-157.94
Leahi Millennium Peace Circle Garden,wwLiIZJI99QghtckV5WATQ,5.0,https://www.yelp.com/biz/leahi-millennium-peace-circle-garden-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.27,-157.8
Makapu'u Point Lighthouse Trail,MASDSPRaWIkTiMn-udBTRA,4.5,https://www.yelp.com/biz/makapuu-point-lighthouse-trail-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.28,-157.68
Byodo-In Temple,9y9EAcnqef56FZcgiA-tsA,4.5,https://www.yelp.com/biz/byodo-in-temple-kaneohe?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.43,-157.83
Sandy Beach Park,nLHj4stG4nWlUklemYg96w,4.5,https://www.yelp.com/biz/sandy-beach-park-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.29,-157.67
Honolulu Hale,ufmJSADxTQ3uiMDOCMYhkg,4.0,https://www.yelp.com/biz/honolulu-hale-honolulu-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.3,-157.86
Koko Crater Trail,dHAAiMN2_vY9VG6f29j5_Q,4.5,https://www.yelp.com/biz/koko-crater-trail-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.28,-157.7
National Memorial Cemetery of the Pacific,hw8M_B0cCKwLP8puXsQJWg,4.5,https://www.yelp.com/biz/national-memorial-cemetery-of-the-pacific-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.31,-157.85
Spitting Caves,npAbq0e0ucQranyL_HZvbg,4.5,https://www.yelp.com/biz/spitting-caves-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.26,-157.71
US Army Museum of Hawaii,E6GC9DtBqBdp8zeyrpnXPg,4.5,https://www.yelp.com/biz/us-army-museum-of-hawaii-honolulu-5?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.28,-157.83
Hoku Hawaii Tours,fK_der8vyOHiT3GnGM5UrQ,5.0,https://www.yelp.com/biz/hoku-hawaii-tours-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.32,-157.87
Go Tours Hawaii,xZTsAWlPUE6otYoW6xrzRA,4.5,https://www.yelp.com/biz/go-tours-hawaii-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.27,-157.82
Blue Hawaiian Helicopters,4tMQHNLLofn38z9byl6qpQ,4.5,https://www.yelp.com/biz/blue-hawaiian-helicopters-honolulu?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,HI,US,21.32,-157.91
Idaho State Capitol,xxAorkKlqcEfU_M7PNa-mg,4.5,https://www.yelp.com/biz/idaho-state-capitol-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.62,-116.2
Idaho Botanical Garden,DB8-IvAryyddpIuZWwpGNA,4.5,https://www.yelp.com/biz/idaho-botanical-garden-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.6,-116.16
Bogus Basin Mountain Recreation Area,9LIY71YSgPJD7YjYniXK8g,4.0,https://www.yelp.com/biz/bogus-basin-mountain-recreation-area-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.64,-116.21
Wandervans,lpwSrzPkkMDD2HycDskB4Q,4.0,https://www.yelp.com/biz/wandervans-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.62,-116.22
Maravia,4f30gPGsVYthyXjIvx6VVw,5.0,https://www.yelp.com/biz/maravia-garden-city?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.64,-116.25
Boise Depot,ZfhDW5fFqixPhYKEArcC6w,4.5,https://www.yelp.com/biz/boise-depot-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.6,-116.21
Boise Art Museum,SzXniO97CSOpeqCuukkOhA,4.0,https://www.yelp.com/biz/boise-art-museum-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.61,-116.21
208 Discs,hxETOAOVkOIeSQTncGyEPQ,4.0,https://www.yelp.com/biz/208-discs-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.59,-116.26
Zoo Boise,QwivC4zwNpMjIZsCkY3chw,3.5,https://www.yelp.com/biz/zoo-boise-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.61,-116.2
Idaho Army National Guard Army Aviation Support Facility,gdEIHEnMuqwnEAY_XPOvjA,5.0,https://www.yelp.com/biz/idaho-army-national-guard-army-aviation-support-facility-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.56,-116.23
Harmon Travel Service,psdCxGxMXbun5vCt8JjybQ,3.0,https://www.yelp.com/biz/harmon-travel-service-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.62,-116.21
Showcase Limousine & Executive Transportation,I7u4ISFzPXw3gySVf8up1w,4.0,https://www.yelp.com/biz/showcase-limousine-and-executive-transportation-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.62,-116.25
Idaho Black History Museum,wQnDzI3-JXaHPgtIwb7kJw,5.0,https://www.yelp.com/biz/idaho-black-history-museum-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.61,-116.2
Crane Creek Country Club,S_y-JpLv8rUo44aiRQvx_A,3.0,https://www.yelp.com/biz/crane-creek-country-club-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.65,-116.19
"Rent For Fun RV Rentals, Repair, Parts & Sales",jLjCwkvjJ8HS7rc5WspqeQ,5.0,https://www.yelp.com/biz/rent-for-fun-rv-rentals-repair-parts-and-sales-nampa-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.56,-116.61
Firebird Raceway,bN6J3k76te0dabwj0pUagA,2.5,https://www.yelp.com/biz/firebird-raceway-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.61,-116.22
Tri Town Bicycles,tHzxyli2VbpVkOciUzWwdA,5.0,https://www.yelp.com/biz/tri-town-bicycles-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.63,-116.2
The Peregrine Fund's World Center for Birds of Prey,47khVvigq-3l5ntvLJRECQ,4.5,https://www.yelp.com/biz/the-peregrine-funds-world-center-for-birds-of-prey-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.52,-116.26
Bronco Elite,_L48f6NzAWnJKOBoxs2KOw,3.0,https://www.yelp.com/biz/bronco-elite-boise-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.64,-116.26
Dennis Dillon RV & Marine,K9KxdJ0iVLk9SZwvNccFXQ,2.0,https://www.yelp.com/biz/dennis-dillon-rv-and-marine-boise?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,ID,US,43.58,-116.27
Waterfall Glen Forest Preserve,WqKKvM3sUszaIqneaa8EKA,4.5,https://www.yelp.com/biz/waterfall-glen-forest-preserve-darien-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,41.72,-87.97
Garfield Park Conservatory,JfNZVzh052lwZKpIMgsA1g,5.0,https://www.yelp.com/biz/garfield-park-conservatory-chicago?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,41.89,-87.72
Indiana Dunes National Park,HuT1YI38siPSxYpEWFaUbQ,4.0,https://www.yelp.com/biz/indiana-dunes-national-park-chesterton?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,41.63,-87.09
Indiana Dunes State Park,FCWU8ztGXQgCrmiasdcCKQ,4.0,https://www.yelp.com/biz/indiana-dunes-state-park-chesterton-4?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,41.66,-87.06
Chicago Portage National Historic Site,7y5WkQC7PGPjJ4UGqTcvPA,4.5,https://www.yelp.com/biz/chicago-portage-national-historic-site-lyons?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,41.81,-87.8
Promontory Point - Chicago Park District,EVeZX_a-luNNopTDrV8JUQ,4.5,https://www.yelp.com/biz/promontory-point-chicago-park-district-chicago?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,41.8,-87.58
"National Archives at Chicago, IL",rk0UAFYHKYgoo4M_FZQ7hA,5.0,https://www.yelp.com/biz/national-archives-at-chicago-il-chicago?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,41.76,-87.72
Tobey Prinz Beach Park,dVv_aoFWeVzPJfDhl2hNIg,4.5,https://www.yelp.com/biz/tobey-prinz-beach-park-chicago?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,42.01,-87.66
Sag Valley Trail System and Forest Preserve,tugNBXmiaOLngzFHrRmAWw,4.5,https://www.yelp.com/biz/sag-valley-trail-system-and-forest-preserve-palos-park?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,41.68,-87.82
Pullman State Historic Site,g_JLCnzvSyM9kKz_su42Rg,4.5,https://www.yelp.com/biz/pullman-state-historic-site-chicago?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,41.69,-87.61
Lake Michigan,0zzG_EkkeFwOUxt5HHzREg,4.5,https://www.yelp.com/biz/lake-michigan-chicago-4?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,41.99,-87.66
Midewin National Tallgrass Prairie,_cN_Q-ZCdxFIrBmuz7utdg,4.5,https://www.yelp.com/biz/midewin-national-tallgrass-prairie-wilmington?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,41.34,-88.13
The Rookery Building,BYleLXJjgftdVjcLC7R7Ag,4.5,https://www.yelp.com/biz/the-rookery-building-chicago-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,41.88,-87.63
Naperville Riverwalk,UdWVQrigy3OKERNHuInupQ,4.5,https://www.yelp.com/biz/naperville-riverwalk-naperville-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,41.77,-88.16
Maple Street Beach House,E-XR6XWjfHgkPiV06Zvu5Q,5.0,https://www.yelp.com/biz/maple-street-beach-house-winnetka?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,42.11,-87.73
Waukegan Harbor & Marina,soI-WZhnkZ0ZxVzrDFngyA,4.5,https://www.yelp.com/biz/waukegan-harbor-and-marina-waukegan?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,42.36,-87.83
Indiana Dunes,m3tL8PfrIP_7uJdSUR66jA,4.5,https://www.yelp.com/biz/indiana-dunes-porter?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,41.63,-87.05
Chicago Botanic Garden,AYzsKwkPoUFXrdAxC77JQg,4.5,https://www.yelp.com/biz/chicago-botanic-garden-glencoe?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,42.15,-87.79
Millennium Park,2DfcXGtDv7T_rnvl4lHzaQ,4.5,https://www.yelp.com/biz/millennium-park-chicago?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,41.88,-87.62
National Park Fieldhouse,gyEe3NJmeg_wiyYQTtbx5g,3.0,https://www.yelp.com/biz/national-park-fieldhouse-morton-grove?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IL,US,42.05,-87.8
White River State Park,aIHK5vqew7X2T3fDC57D3w,4.5,https://www.yelp.com/biz/white-river-state-park-indianapolis-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.77,-86.17
Fort Harrison State Park,sJkUmzdBW9K9JC3IiFP6kQ,4.5,https://www.yelp.com/biz/fort-harrison-state-park-indianapolis?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.87,-86.02
Eagle Creek Park,jNSdJeg8q2a9Xm_mJX3d8A,4.5,https://www.yelp.com/biz/eagle-creek-park-indianapolis-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.85,-86.29
Holliday Park,sAVZbkhmIt0Am-iPJcFzig,4.5,https://www.yelp.com/biz/holliday-park-indianapolis-2?adjust_creative=iNzbJb0g8ZkMPdIcvK0S7w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=iNzbJb0g8ZkMPdIcvK0S7w,IN,US,39.87,-86.16
